区域,小区名称,房屋户型,面积,朝向,楼层,电梯,租金
顺义,石园西区,2室1厅1卫,70㎡,南北,低楼层/6层,无,3100
顺义,石园东区,2室1厅1卫,76㎡,南,高楼层/6层,无,2800
昌平,郝庄家园东区,2室1厅1卫,68㎡,南北,低楼层/6层,无,3000
亦庄开发区,宏仁家园,2室1厅1卫,91㎡,东西,高楼层/28层,有,3500
顺义,滨河小区,2室1厅1卫,68㎡,南北,中楼层/4层,无,2800
大兴,兴政街,2室1厅1卫,74㎡,东西,中楼层/6层,无,3100
东城,金鱼池西区,1室1厅1卫,52㎡,东,低楼层/7层,无,5400
朝阳,华威西里,1室1厅1卫,47㎡,南,高楼层/18层,有,4300
通州,月季园,1室1厅1卫,61㎡,南,中楼层/18层,有,3400
顺义,滨河小区,2室1厅1卫,75㎡,南北,高楼层/6层,无,3200
通州,小潞邑,2室1厅1卫,72㎡,南北,高楼层/6层,无,3300
朝阳,朝阳新城六区,2室1厅1卫,86㎡,南,高楼层/21层,有,5500
东城,兴隆都市馨园,1室0厅1卫,28㎡,北,高楼层/7层,有,4800
朝阳,旭辉奥都,1房间1卫,49㎡,西,中楼层/19层,有,5000
东城,兴隆都市馨园,1室0厅1卫,39㎡,北,低楼层/7层,有,5200
房山,首开熙悦睿府书香,2房间1卫,50㎡,南,低楼层/15层,有,2300
昌平,北街家园五区,1房间1卫,19㎡,北,,有,1200
西城,荣丰2008,1室0厅1卫,26㎡,东,中楼层/26层,有,3700
石景山,青年公寓,1室0厅1卫,45㎡,南,中楼层/14层,有,3500
朝阳,天天朝阳,1室0厅1卫,38㎡,东,高楼层/16层,有,4500
朝阳,花园闸小区,1室1厅1卫,43㎡,南,低楼层/6层,无,4100
昌平,清秀园北区,1室0厅1卫,60㎡,东,低楼层/19层,有,3000
朝阳,富力又一城C区,1室0厅1卫,47㎡,南,低楼层/18层,有,4000
朝阳,金隅可乐,1房间1卫,54㎡,西,低楼层/19层,有,3600
丰台,7克拉,1房间1卫,32㎡,东,低楼层/13层,有,3800
亦庄开发区,上海沙龙,1室0厅1卫,43㎡,东,低楼层/9层,有,3800
朝阳,金都心语,1房间1卫,50㎡,东,中楼层/22层,有,4900
丰台,世纪金色嘉园,1室0厅1卫,24㎡,南,高楼层/28层,有,3900
东城,禄米仓胡同,1室0厅1卫,30㎡,东,低楼层/1层,无,4900
朝阳,烟厂宿舍,2室0厅1卫,55㎡,南北,高楼层/6层,无,4000
丰台,世纪金色嘉园,1室0厅1卫,24㎡,南,高楼层/28层,有,3900
朝阳,恒大领寓,1室0厅1卫,55㎡,西,中楼层/13层,有,4600
朝阳,天天朝阳,1室0厅1卫,38㎡,东,低楼层/16层,有,4600
东城,禄米仓胡同,1室0厅1卫,30㎡,东,低楼层/1层,无,4900
昌平,清秀园北区,1室0厅1卫,60㎡,东,低楼层/19层,有,3000
丰台,东亚三环,1房间1卫,35㎡,南,低楼层/21层,有,3800
房山,合景领峰,2房间1卫,78㎡,北,高楼层/10层,无,2200
丰台,7克拉,1房间1卫,27㎡,南,中楼层/13层,有,3800
朝阳,炫特嘉园三期,1室0厅1卫,41㎡,北,中楼层/18层,有,5000
朝阳,美立方,1房间1卫,38㎡,东北,中楼层/20层,有,4900
昌平,清秀园北区,1室0厅1卫,34㎡,南,中楼层/7层,有,3000
通州,柳岸景园,1室1厅1卫,50㎡,南,高楼层/6层,无,2900
亦庄开发区,东晶国际,1室1厅1卫,36㎡,东,低楼层/18层,有,4000
朝阳,炫特嘉园二期,1室0厅1卫,41㎡,北,中楼层/28层,有,5000
朝阳,健翔国际公寓,1室0厅1卫,33㎡,西,高楼层/13层,有,4800
朝阳,华龙美树,1室0厅1卫,37㎡,北,高楼层/19层,有,4200
朝阳,北京像素南区,1房间1卫,49㎡,北,中楼层/23层,有,4100
东城,桃园南街10号院,2室0厅1卫,60㎡,南北,高楼层/6层,无,5500
东城,本家润园二期,1房间1卫,25㎡,北,中楼层/9层,有,4300
大兴,保利春天派,2房间1卫,47㎡,东,中楼层/12层,有,3100
朝阳,常楹公元自由派,1房间1卫,37㎡,南,高楼层/23层,有,4600
西城,荣丰2008,1室0厅1卫,26㎡,北,低楼层/20层,有,4000
东城,东四四条,1室0厅1卫,21㎡,西,低楼层/1层,无,4000
顺义,东亚创展国际,1房间1卫,38㎡,西,中楼层/15层,有,2500
朝阳,东方郁金香,1房间1卫,44㎡,西,高楼层/14层,有,4500
海淀,西荣阁,1房间1卫,39㎡,北,中楼层/13层,有,4500
朝阳,明天生活馆,1房间1卫,41㎡,西,低楼层/17层,有,3900
亦庄开发区,锋创科技园,1房间1卫,44㎡,南,低楼层/15层,有,3500
顺义,东亚创展国际,1房间1卫,38㎡,西,高楼层/13层,有,3000
西城,荣丰2008,1室0厅1卫,26㎡,北,低楼层/20层,有,4000
东城,东四四条,1室0厅1卫,21㎡,西,低楼层/1层,无,4000
顺义,东亚创展国际,1房间1卫,38㎡,西,中楼层/15层,有,2500
亦庄开发区,锋创科技园,1房间1卫,44㎡,南,低楼层/15层,有,3500
东城,金鱼池西区,1室0厅1卫,46㎡,东,地下室/7层,无,4800
朝阳,中海城紫鑫阁,1房间1卫,37㎡,北,中楼层/20层,有,4600
朝阳,东方郁金香,1房间1卫,42㎡,北,中楼层/14层,有,4500
朝阳,炫特嘉园三期,1室0厅1卫,39㎡,北,高楼层/24层,有,5000
东城,西仓门胡同,1室0厅1卫,15㎡,东,低楼层/1层,无,3300
朝阳,金隅可乐,1房间1卫,57㎡,南,高楼层/19层,有,4000
丰台,世纪金色嘉园,1室0厅1卫,26㎡,西北,低楼层/28层,有,3600
朝阳,明天生活馆,1房间1卫,43㎡,西南,中楼层/17层,有,4000
朝阳,北花园小区,1室0厅1卫,52㎡,南,低楼层/9层,有,4200
朝阳,酒仙桥三街坊,1室0厅1卫,32㎡,南,中楼层/6层,无,5000
东城,兴隆都市馨园,1室0厅1卫,29㎡,东,低楼层/7层,有,5100
朝阳,北花园小区,1室0厅1卫,52㎡,南,低楼层/29层,有,4000
大兴,富强东里,2室1厅1卫,45㎡,南,高楼层/5层,无,3000
东城,前永康一巷,1室1厅1卫,18㎡,北,低楼层/1层,无,3900
朝阳,10AM新坐标,1室1厅1卫,34㎡,南,低楼层/29层,有,4500
朝阳,金隅可乐,1房间1卫,55㎡,西南西,中楼层/19层,有,4500
通州,乔庄北街6号院,1室1厅1卫,41㎡,南,高楼层/6层,无,2800
朝阳,弘善家园,1室0厅1卫,42㎡,南,低楼层/18层,有,4800
朝阳,明天生活馆,1房间1卫,42㎡,北,中楼层/17层,有,3900
朝阳,双柳巷,1室1厅1卫,36㎡,南,中楼层/5层,无,4200
朝阳,东柳西里,1室0厅1卫,55㎡,南,中楼层/5层,无,3500
昌平,南环里,1室0厅1卫,34㎡,东,高楼层/10层,有,2300
朝阳,明天第一城8号院,2房间1卫,35㎡,西,低楼层/20层,有,4500
朝阳,华龙美树,1室0厅1卫,37㎡,北,中楼层/19层,有,4200
东城,绿景苑,1室0厅1卫,34㎡,南,高楼层/12层,有,4800
朝阳,10AM新坐标,1室0厅1卫,41㎡,西,中楼层/29层,有,4400
朝阳,朗廷,1房间1卫,40㎡,北,中楼层/12层,有,3500
大兴,保利春天派,1房间1卫,47㎡,西,低楼层/12层,有,3000
东城,兴隆都市馨园,1室0厅1卫,31㎡,北,低楼层/7层,有,4000
丰台,威尔夏大道,1室0厅1卫,36㎡,北,中楼层/8层,有,3800
朝阳,北花园小区,1室0厅1卫,52㎡,南,高楼层/29层,有,4200
东城,兴隆都市馨园,1室0厅1卫,29㎡,北,中楼层/7层,有,4500
大兴,亦庄北岸,1室0厅1卫,39㎡,西,低楼层/12层,有,2900
朝阳,弘善家园,1室0厅1卫,43㎡,南,中楼层/12层,有,4600
朝阳,弘善家园,1室0厅1卫,47㎡,南,高楼层/11层,有,4700
昌平,清秀园北区,1室0厅1卫,44㎡,西,中楼层/19层,有,2800
丰台,威尔夏大道,1室0厅1卫,36㎡,南,中楼层/8层,有,3800
东城,东罗圈胡同,1室0厅1卫,16㎡,南,低楼层/1层,无,3800
亦庄开发区,荣京丽都,1房间1卫,41㎡,北,高楼层/27层,有,3600
朝阳,富力又一城C区,1室0厅1卫,47㎡,南,中楼层/18层,有,4200
海淀,盛今佳园,1房间1卫,36㎡,南,低楼层/18层,有,4500
西城,茶贸国际中心,1房间1卫,34㎡,北,中楼层/14层,有,3500
东城,新景家园东区,1室0厅1卫,31㎡,西,中楼层/15层,有,5300
亦庄开发区,国融国际,1室0厅1卫,33㎡,南,中楼层/21层,有,3800
亦庄开发区,大雄公寓,2房间1卫,49㎡,南,低楼层/6层,有,3800
通州,站前巴黎,1房间1卫,26㎡,西,中楼层/5层,有,2800
大兴,福苑小区,2室1厅1卫,85㎡,南北,中楼层/7层,无,3600
大兴,福苑小区,2室1厅1卫,69㎡,南北,中楼层/6层,无,3200
通州,旭辉丽舍,1房间1卫,47㎡,北,中楼层/6层,有,2300
昌平,温泉花园A区,3室1厅1卫,65㎡,南北,低楼层/5层,无,3500
通州,自然佳境,1室1厅1卫,58㎡,西,中楼层/6层,无,3000
通州,自然佳境,1室1厅1卫,58㎡,西,中楼层/6层,无,3000
东城,长青园,1室0厅1卫,40㎡,东,高楼层/6层,无,3800
房山,伟业嘉园东里,1室1厅1卫,33㎡,西,高楼层/2层,无,2400
西城,车站西街17号院,1室1厅1卫,51㎡,南,中楼层/18层,有,4600
东城,复康南里,2室1厅1卫,51㎡,南北,中楼层/6层,无,5500
丰台,红星北里,2室1厅1卫,73㎡,南北,高楼层/7层,无,3800
西城,右安门内西街甲2号院,1室1厅1卫,49㎡,南,中楼层/6层,无,4600
丰台,红星北里,2室2厅1卫,85㎡,南北,高楼层/6层,无,3600
东城,营房西街,1室1厅1卫,48㎡,西,高楼层/6层,无,5300
丰台,红星楼,2室1厅1卫,55㎡,南北,中楼层/5层,无,3500
丰台,红星北里,2室1厅1卫,70㎡,南北,低楼层/6层,无,3800
丰台,东高地,2室1厅1卫,65㎡,东西,低楼层/3层,无,3800
房山,文化路社区,2室1厅1卫,43㎡,南,高楼层/5层,无,2300
朝阳,电建北院,2室1厅1卫,57㎡,南,高楼层/6层,无,4800
东城,复康南里,2室1厅1卫,51㎡,南北,中楼层/6层,无,5500
西城,车站西街17号院,1室1厅1卫,51㎡,南,中楼层/18层,有,4600
房山,东礼胡同,2室1厅1卫,73㎡,南北,低楼层/6层,无,2600
丰台,红星北里,2室1厅1卫,73㎡,南北,高楼层/7层,无,3800
丰台,南苑北里三区,2室1厅1卫,68㎡,南北,低楼层/6层,无,3700
东城,向新西里,2室1厅1卫,50㎡,东南,高楼层/6层,无,5100
房山,西潞园四里,2室1厅1卫,68㎡,南北,高楼层/6层,无,2300
昌平,毛纺厂宿舍,2室1厅1卫,57㎡,南北,高楼层/4层,无,2900
大兴,海悦公馆,1室1厅1卫,40㎡,北,中楼层/24层,有,3000
西城,红莲南里,1室1厅1卫,43㎡,南,中楼层/18层,有,4800
东城,金鱼池中区,1室1厅1卫,41㎡,西,中楼层/6层,无,4900
朝阳,管庄西里,2室1厅1卫,60㎡,南北,高楼层/6层,无,5000
朝阳,管庄西里,2室1厅1卫,67㎡,南北,低楼层/6层,无,4800
朝阳,管庄西里,2室1厅1卫,60㎡,南北,高楼层/6层,无,4200
房山,伟业嘉园西里,2室1厅1卫,45㎡,北,中楼层/5层,无,2400
朝阳,金蝉北里21号院,2室1厅1卫,61㎡,南北,高楼层/6层,无,4500
朝阳,万方家园,1室1厅1卫,46㎡,南,中楼层/6层,无,4700
朝阳,管庄西里,1室1厅1卫,62㎡,北,低楼层/24层,有,4550
朝阳,石佛营东里小区,1室1厅1卫,55㎡,西,高楼层/18层,有,4800
丰台,红星楼,2室1厅1卫,55㎡,南北,中楼层/5层,无,3600
朝阳,管庄东里,2室1厅1卫,67㎡,南北,低楼层/4层,无,4800
朝阳,金隅康惠园3号院,1室1厅1卫,61㎡,东,低楼层/20层,有,5100
西城,车站西街15号院,1室1厅1卫,39㎡,南,高楼层/6层,无,4200
朝阳,管庄东里,2室1厅1卫,67㎡,南北,低楼层/4层,无,4800
朝阳,管庄新村,1室1厅1卫,57㎡,南,低楼层/17层,有,4100
房山,西潞园二里,2室2厅1卫,72㎡,南北,高楼层/6层,无,2500
顺义,焦各庄街2号院,1房间1卫,37㎡,南,低楼层/12层,有,2600
朝阳,管庄新村,1室1厅1卫,54㎡,南,中楼层/18层,有,4200
朝阳,潘家园小区,1室1厅1卫,44㎡,东,中楼层/6层,无,4600
房山,西潞北大街二中家属楼,2室1厅1卫,70㎡,东西,高楼层/6层,无,2600
顺义,滨河小区,2室1厅1卫,77㎡,南北,中楼层/6层,无,3100
顺义,港馨家园西区,2室1厅1卫,85㎡,南北,中楼层/6层,无,3200
门头沟,大峪南路,1室1厅1卫,42㎡,南,中楼层/5层,无,2300
房山,加州水郡金桥国际酒店,1室0厅1卫,49㎡,东,高楼层/16层,有,2400
房山,加州水郡Q酷,1房间1卫,32㎡,南,中楼层/14层,有,2050
房山,加州水郡金桥国际酒店,1室0厅1卫,49㎡,西,中楼层/16层,有,2300
顺义,樱花园二区,1室1厅1卫,35㎡,南北,高楼层/6层,无,2200
顺义,香悦四季,1房间1卫,34㎡,北,中楼层/15层,有,2000
通州,美然百度城,1室0厅1卫,46㎡,南,中楼层/5层,无,2800
西城,北欧印象,1室0厅1卫,43㎡,北,低楼层/25层,有,4500
朝阳,金隅凤麟洲,1室0厅1卫,38㎡,西,高楼层/9层,有,4900
海淀,毛纺厂南小区,1室0厅1卫,36㎡,东,高楼层/6层,无,4100
房山,加州水郡Q酷,1房间1卫,27㎡,东,中楼层/14层,有,1550
顺义,樱花园二区,1室1厅1卫,36㎡,南北,低楼层/6层,无,2400
海淀,金隅瑞和园,1室0厅1卫,39㎡,南,中楼层/16层,有,4300
西城,北欧印象,1室0厅1卫,45㎡,北,低楼层/28层,有,4300
海淀,金隅瑞和园,1室0厅1卫,45㎡,南,高楼层/16层,有,4100
顺义,顺鑫花语,1室0厅1卫,48㎡,南,中楼层/9层,有,2800
朝阳,大成国际,1室0厅1卫,36㎡,西,高楼层/21层,有,5000
海淀,金隅瑞和园,1室0厅1卫,42㎡,南,中楼层/16层,有,4200
丰台,天伦锦城,1室0厅1卫,35㎡,北,低楼层/20层,有,3400
西城,北欧印象,1室0厅1卫,29㎡,东,高楼层/28层,有,3900
西城,北欧印象,1室0厅1卫,29㎡,东,高楼层/28层,有,3900
丰台,晓月新苑,1室0厅1卫,47㎡,西,中楼层/22层,有,3200
西城,乐城,1室0厅1卫,43㎡,北,中楼层/24层,有,4600
西城,北欧印象,1室0厅1卫,29㎡,西,低楼层/28层,有,4100
海淀,金隅瑞和园,1室0厅1卫,48㎡,南,中楼层/16层,有,4400
通州,朝北8080,1房间1卫,33㎡,南北,中楼层/7层,有,2900
海淀,万和嘉园一区,1室0厅1卫,45㎡,南,高楼层/18层,无,4500
房山,加州水郡Q酷,1房间1卫,30㎡,西,中楼层/14层,有,1600
房山,加州水郡金桥国际酒店,1室0厅1卫,50㎡,西,高楼层/16层,有,2600
朝阳,大成国际,1室0厅1卫,48㎡,东,高楼层/21层,有,5000
西城,乐城,1室0厅1卫,43㎡,北,中楼层/24层,有,4400
海淀,金隅瑞和园,1室0厅1卫,41㎡,南,中楼层/16层,有,4200
房山,加州水郡金桥国际酒店,1室0厅1卫,49㎡,东,中楼层/16层,有,2200
西城,北欧印象,1室0厅1卫,42㎡,北,高楼层/28层,有,4400
海淀,万和嘉园一区,1室0厅1卫,48㎡,南,中楼层/18层,无,4500
海淀,友谊嘉园二期,1室0厅1卫,50㎡,南,中楼层/15层,有,4500
房山,加州水郡金桥国际酒店,1房间1卫,36㎡,南,低楼层/16层,有,2000
海淀,金隅瑞和园,1室0厅1卫,42㎡,南,低楼层/16层,有,4200
朝阳,高杨树南里,2室0厅1卫,47㎡,南北,高楼层/6层,无,4500
房山,加州水郡Q酷,1房间1卫,27㎡,西,低楼层/14层,有,1600
大兴,东亚五环国际,1房间1卫,35㎡,西,中楼层/20层,有,3000
朝阳,磨房南里,1室1厅1卫,57㎡,南北,高楼层/6层,无,4800
丰台,六营门小区,2室1厅1卫,56㎡,南,中楼层/6层,无,3900
朝阳,北京像素北区,2房间2卫,40㎡,西北,高楼层/13层,有,4900
昌平,城角西路,2室1厅1卫,51㎡,南北,低楼层/6层,无,3000
房山,西潞园二里,2室1厅1卫,59㎡,东南北,高楼层/7层,无,2200
东城,光明楼,1室1厅1卫,55㎡,东,中楼层/4层,无,5500
通州,玉桥北里,1室1厅1卫,51㎡,南,高楼层/6层,无,2800
顺义,建新南区,1室1厅1卫,60㎡,南北,中楼层/6层,无,2900
房山,燕化星城建德二里,2室1厅1卫,78㎡,南北,高楼层/6层,无,2450
西城,平原里小区,1室1厅1卫,48㎡,东西,高楼层/9层,有,4800
朝阳,花园闸小区,2室1厅1卫,60㎡,南,低楼层/6层,无,4500
房山,文化路社区,2室1厅1卫,67㎡,南北,中楼层/5层,无,2500
石景山,华信大厦宿舍,1室1厅1卫,45㎡,南北,中楼层/6层,无,3300
通州,玉桥北里,1室1厅1卫,51㎡,南,高楼层/6层,无,2800
昌平,城角西路,2室1厅1卫,51㎡,南北,低楼层/6层,无,3000
亦庄开发区,贵园南里乙区,1室1厅1卫,51㎡,南,高楼层/6层,无,3900
朝阳,潘家园东里,1室1厅1卫,47㎡,南,低楼层/18层,有,5000
朝阳,天泰北双苑,1室1厅1卫,64㎡,南北,低楼层/6层,无,4300
朝阳,官悦欣园A区,1室1厅1卫,57㎡,南,中楼层/27层,有,5100
东城,新太仓一巷,1室1厅0卫,14㎡,西,低楼层/1层,无,4000
东城,青龙胡同,1室1厅1卫,31㎡,北,高楼层/6层,无,5500
顺义,建新南区,1室1厅1卫,60㎡,南北,中楼层/6层,无,2900
房山,燕化星城建德二里,2室1厅1卫,78㎡,南北,高楼层/6层,无,2450
昌平,昌盛园二区,2室1厅1卫,85㎡,南北,高楼层/6层,无,3068
房山,旭辉E天地,2房间1卫,32㎡,北,高楼层/14层,有,2500
东城,光明楼,1室1厅1卫,55㎡,东,中楼层/4层,无,5500
房山,西潞园二里,2室1厅1卫,59㎡,东南北,高楼层/7层,无,2200
朝阳,金蝉北里21号院,2室1厅1卫,56㎡,南北,中楼层/6层,无,4600
东城,新永外文化用品商城,1室1厅1卫,37㎡,北,高楼层/15层,有,4300
朝阳,三间房东路,2室1厅1卫,49㎡,西北,低楼层/6层,无,4800
丰台,五里店9号院,2室1厅1卫,59㎡,东西,高楼层/6层,无,3800
朝阳,大羊坊路79号院,1室1厅1卫,48㎡,西,中楼层/6层,无,5000
朝阳,恒大领寓,2房间1卫,53㎡,南,中楼层/13层,有,4700
朝阳,黄木厂6号院,1室1厅1卫,51㎡,西,低楼层/6层,无,5100
朝阳,农光里,1室1厅1卫,48㎡,南,中楼层/24层,有,5100
大兴,义和庄北里,2室1厅1卫,63㎡,南,高楼层/6层,无,3000
朝阳,武圣西里,1室1厅1卫,39㎡,南,中楼层/6层,无,4600
朝阳,妇联小区,1室1厅1卫,46㎡,西南,低楼层/16层,有,4000
东城,天坛西里东区,2室1厅1卫,51㎡,南,高楼层/6层,无,4900
朝阳,管庄西里,2室1厅1卫,56㎡,东西,中楼层/6层,无,4500
丰台,南苑北里一区,1室1厅1卫,53㎡,东西,高楼层/6层,无,3300
朝阳,管庄东里,2室1厅1卫,52㎡,南北,高楼层/3层,无,4200
朝阳,垡头北里,2室1厅1卫,58㎡,南北,中楼层/6层,无,4450
朝阳,妇联小区,1室1厅1卫,46㎡,西南,低楼层/16层,有,4000
朝阳,武圣西里,1室1厅1卫,39㎡,南,中楼层/6层,无,4600
西城,手帕口南街40号院,1室1厅1卫,45㎡,东,低楼层/6层,无,4800
东城,广渠门内大街,1室1厅1卫,45㎡,南北,高楼层/12层,有,5400
房山,西潞园一里,3室1厅1卫,74㎡,南北,高楼层/6层,无,2500
丰台,桃源里,2室1厅1卫,70㎡,南北,高楼层/6层,无,3400
丰台,松林庄,2室1厅1卫,64㎡,南北,高楼层/6层,无,3500
昌平,西环里,2室1厅1卫,56㎡,南北,中楼层/4层,无,3000
顺义,东亚首航国际,2房间1卫,53㎡,西,中楼层/9层,有,3100
顺义,义宾北区,1室1厅1卫,65㎡,南北,低楼层/6层,无,3000
大兴,黄村西里,2室1厅1卫,45㎡,南,低楼层/5层,无,3100
朝阳,妇联小区,1室1厅1卫,46㎡,南,中楼层/6层,无,4200
房山,北京时代广场,2房间1卫,46㎡,西北,中楼层/12层,有,2450
东城,永定门东街西里,2室1厅1卫,49㎡,南北,高楼层/6层,无,5000
房山,东礼胡同,2室1厅1卫,68㎡,南北,高楼层/6层,无,2100
朝阳,周井大院,2室1厅1卫,56㎡,南,高楼层/5层,无,4700
西城,禄长街头条19号院,1室1厅1卫,42㎡,南,高楼层/6层,无,4500
朝阳,管庄新村,2室1厅1卫,80㎡,南,低楼层/18层,无,5000
朝阳,管庄新村,1室1厅1卫,57㎡,南,中楼层/18层,有,4300
朝阳,妇联小区,1室1厅1卫,45㎡,南,低楼层/6层,无,4100
东城,富莱茵花园,2室1厅1卫,52㎡,东南,高楼层/21层,有,5300
朝阳,双龙南里,2室1厅1卫,65㎡,西南,低楼层/18层,有,5000
亦庄开发区,瀛景园,1室1厅1卫,59㎡,南北,中楼层/6层,无,4000
丰台,桃源里,2室1厅1卫,72㎡,南北,高楼层/6层,无,3600
东城,和平里五区,1室1厅1卫,41㎡,东南,中楼层/6层,无,5500
大兴,天堂河,2室1厅1卫,63㎡,西北,高楼层/6层,无,2700
东城,和平里五区,1室1厅1卫,41㎡,东南,中楼层/6层,无,5500
大兴,天堂河,2室1厅1卫,63㎡,西北,高楼层/6层,无,2700
大兴,新安里,1室1厅1卫,51㎡,南,低楼层/6层,无,3000
通州,乔庄北街6号院,1室1厅1卫,41㎡,南,中楼层/6层,无,2800
东城,东革新里40号院,2室1厅1卫,60㎡,南北,高楼层/6层,无,5500
朝阳,平乐园小区,1室1厅1卫,46㎡,东南,低楼层/6层,无,5000
房山,昊腾家园,2室1厅1卫,99㎡,南北,高楼层/6层,无,2200
朝阳,管庄西里,2室1厅1卫,61㎡,南北,中楼层/6层,无,4300
朝阳,劲松二区,1室1厅1卫,40㎡,南,低楼层/6层,无,4700
